academic_year,school_id,grade,gender,student_category,students_enrolled,cwsn_enrolled
2022,9203249011,5,female,obc,23,4
2022,9189725154,2,male,other,21,3
2022,9470240664,12,female,sc,27,2
2022,9454001302,1,female,obc,22,2
2022,9103024403,3,male,sc,28,5
2022,9127066428,9,male,general,24,4
2022,9440862528,4,male,obc,25,2
2022,9396116880,8,male,obc,20,3
2022,9132850285,4,male,st,20,2
2022,9454329904,9,male,general,27,2
2022,9540255556,8,male,sc,24,3
2022,9314943298,2,female,general,26,5
2022,9237191308,1,male,st,25,2
2022,9178403774,8,female,st,28,3
2022,9241934245,2,female,st,20,2
2022,9338285010,6,male,st,26,4
2022,9118070534,9,male,other,27,5
2022,9173789802,2,female,sc,22,5
2022,9519309086,9,male,other,23,3
2022,9138640860,2,male,other,20,3
2022,9493753564,12,male,sc,29,5
2022,9410526959,2,male,general,30,4
2022,9173713923,3,male,general,28,2
2022,9160865185,9,male,obc,26,2
2022,9488400480,2,male,general,27,4
2022,9304581065,1,male,other,24,2
2022,9013406803,2,male,st,21,3
2022,9573579164,4,male,sc,30,5
2022,9375501323,6,male,sc,28,2
2022,9567948715,12,female,general,24,5
2022,9462212784,4,female,st,30,2
2022,9237546337,7,female,other,30,3
2022,9163538700,9,female,sc,30,3
2022,9253588250,2,male,other,30,5
2022,9178387866,6,male,sc,29,5
2022,9212333761,8,female,st,20,5
2022,9352635615,4,male,other,21,4
2022,9043815965,5,female,sc,28,3
2022,9111416962,7,male,general,30,4
2022,9456114542,2,male,general,20,3
2022,9502678355,5,female,st,29,5
2022,9471358596,1,male,st,26,2
2022,9555119683,9,male,obc,29,5
2022,9031682482,2,male,obc,30,2
2022,9112929246,10,female,sc,20,3
2022,9495904938,7,male,sc,22,5
2022,9418915210,1,male,other,29,4
2022,9545841647,2,male,st,25,5
2022,9514562989,5,female,st,24,3
2022,9250124413,8,male,sc,26,5
2022,9044835744,6,female,general,29,2
2022,9180697691,5,female,sc,26,3
2022,9348613601,3,female,sc,25,4
2022,9162271952,2,male,sc,28,5
2022,9018155323,4,female,st,27,5
2022,9497186505,7,female,general,25,3
2022,9472677504,1,male,general,30,5
2022,9373722381,10,female,st,26,5
2022,9530307413,1,male,other,23,5
2022,9308632849,5,male,st,24,3
2022,9241398054,4,male,obc,26,4
2022,9139620277,10,female,other,21,3
2022,9519065255,2,female,st,23,5
2022,9073813065,8,female,sc,24,4
2022,9332393155,5,male,obc,22,5
2022,9352633550,12,male,other,21,5
2022,9106967720,6,male,general,21,4
2022,9068862328,6,female,general,25,4
2022,9480231080,9,female,st,26,2
2022,9297552438,4,male,sc,21,3
2022,9280533804,10,female,obc,20,2
2022,9082290823,2,female,obc,25,4
2022,9163411221,4,male,st,25,4
2022,9353726278,1,female,obc,26,4
2022,9547726547,7,male,other,29,2
2022,9538406067,1,male,st,27,2
2022,9394888104,8,male,st,26,5
2022,9501482731,7,female,sc,24,3
2022,9468755296,7,female,general,20,5
2022,9083897005,5,female,general,24,5
2022,9523787088,9,female,st,27,2
2022,9038538778,5,female,sc,25,4
2022,9445877584,4,male,general,21,4
2022,9206850131,4,male,other,30,2
2022,9578349492,7,female,general,21,2
2022,9103383092,7,male,obc,27,4
2022,9230322933,5,male,sc,29,2
2022,9049929798,6,male,obc,30,2
2022,9042455733,8,male,sc,28,2
2022,9414204759,8,male,other,28,2
2022,9311921161,10,female,sc,29,5
2022,9319278191,3,male,other,29,2
2022,9532003328,8,female,sc,20,2
2022,9397259226,1,male,sc,22,4
2022,9031052739,7,male,general,28,3
2022,9083705977,4,male,st,24,4
2022,9497184652,12,male,st,23,4
2022,9446497234,7,female,other,21,4
2022,9380022958,5,male,st,24,3
2022,9262571969,6,female,other,27,2
2022,9522152378,12,female,st,27,5
2022,9426680992,12,female,other,23,2
2022,9201397570,2,male,obc,26,5
2022,9132215411,2,male,st,28,2
2022,9384538565,10,male,general,21,5
2022,9320964218,3,female,general,25,5
2022,9430709503,7,male,sc,21,5
2022,9010436379,7,male,general,21,5
2022,9047227303,5,female,st,21,3
2022,9241389882,9,male,obc,30,4
2022,9570882236,8,male,st,24,2
2022,9448462542,10,female,st,27,5
2022,9419552969,8,female,general,25,3
2022,9343357785,12,female,general,29,3
2022,9561450424,10,female,obc,26,2
2022,9116415533,4,male,sc,24,3
2022,9544609830,7,male,other,26,3
2022,9020459960,11,male,st,23,4
2022,9460723998,12,male,st,29,4
2022,9038897922,11,male,obc,24,2
2022,9072937202,4,male,st,30,5
2022,9203630505,2,male,sc,28,2
2022,9452142454,7,male,other,27,3
2022,9397966131,3,female,other,29,2
2022,9509581953,4,female,sc,22,4
2022,9563069507,4,female,general,26,2
2022,9300867374,11,male,st,21,4
2022,9177893137,6,female,sc,24,2
2022,9394570904,4,male,other,30,2
2022,9447504824,1,male,sc,20,2
2022,9240456527,6,male,other,24,2
2022,9158225789,4,male,general,29,2
2022,9183237869,1,male,other,27,5
2022,9005891231,7,female,general,26,3
2022,9393044192,6,male,obc,21,4
2022,9196025983,7,male,other,26,3
2022,9418643695,2,female,st,24,3
2022,9024112474,8,female,st,23,3
2022,9433145748,8,female,st,28,5
2022,9379901217,6,male,obc,27,4
2022,9299741421,8,male,obc,24,4
2022,9021118025,3,male,st,22,2
2022,9125092779,7,male,general,23,3
2022,9070833240,8,male,obc,23,2
2022,9051170256,12,female,general,27,4
2022,9325888875,5,male,st,28,3
2022,9197314838,6,male,st,25,3
2022,9200598332,7,male,other,29,4
2022,9408360414,9,male,sc,20,4
2022,9271725264,8,female,general,22,2
2022,9044836336,11,female,general,21,5
2022,9111840746,10,male,general,28,4
2022,9347294328,3,female,st,30,3
2022,9151469178,5,female,other,30,2
2022,9429415255,11,male,st,20,3
2022,9513243129,9,female,st,25,4
2022,9484094416,7,male,st,29,2
2022,9420644823,7,male,st,27,3
2022,9147299282,9,female,other,27,5
2022,9129374646,12,male,st,26,4
2022,9328858971,8,male,sc,23,2
2022,9539262384,1,female,obc,30,4
2022,9177605205,6,female,general,22,4
2022,9121445773,10,female,sc,23,5
2022,9486062414,4,female,sc,30,2
2022,9390758198,1,male,sc,22,3
2022,9188486349,3,male,other,27,5
2022,9093116976,12,female,general,30,5
2022,9208838624,6,male,sc,23,2
2022,9059848495,1,female,obc,30,5
2022,9406615267,3,female,obc,25,5
2022,9029998562,1,female,other,23,5
2022,9512962562,2,female,general,25,3
2022,9539170393,5,female,st,24,2
2022,9232036032,5,male,obc,23,3
2022,9367578780,12,male,general,21,2
2022,9158618393,4,female,other,25,2
2022,9463129733,5,female,sc,21,5
2022,9217715138,9,female,other,27,5
2022,9187057999,8,female,sc,21,3
2022,9150669023,8,male,sc,20,4
2022,9234639382,2,male,general,21,2
2022,9351783313,10,male,sc,27,5
2022,9001963547,4,male,st,24,2
2022,9460664220,4,male,general,28,5
2022,9223366772,2,female,sc,28,5
2022,9366019613,6,male,sc,29,5
2022,9124994695,1,female,sc,24,2
2022,9576178456,7,male,sc,24,4
2022,9432495762,10,male,st,28,3
2022,9249121841,6,male,general,30,2
2022,9247497007,3,male,other,26,5
2022,9490360541,6,female,obc,28,4
2022,9106475159,3,male,general,25,2
2022,9536164983,4,female,obc,26,5
2022,9301174591,5,female,obc,27,2
2022,9417503784,9,male,obc,24,5
2022,9016592703,1,female,st,29,2
2022,9309340584,4,female,st,28,5
2022,9438088423,2,female,st,24,4
2022,9027682670,12,female,other,23,3
2022,9140528965,8,female,obc,28,5
2022,9481566580,2,female,general,22,5
2022,9402117911,12,female,obc,22,2
2022,9492645043,6,female,general,29,2
2022,9290994453,1,female,st,25,5
2022,9213753561,4,male,other,25,5
2022,9041917061,7,male,general,28,5
2022,9081993532,6,male,sc,30,2
2022,9368983477,8,female,sc,26,3
2022,9064907915,5,male,other,28,4
2022,9490074591,12,male,sc,25,4
2022,9205561879,1,female,obc,27,4
2022,9453456421,4,female,general,27,2
2022,9212752913,6,male,other,22,4
2022,9268290090,4,female,st,29,2
2022,9051403427,3,female,sc,26,2
2022,9551421876,10,female,general,29,5
2022,9575871779,8,female,general,28,2
2022,9508223065,10,female,other,26,5
2022,9038780689,3,male,other,24,3
2022,9527116513,3,male,general,23,5
2022,9154381840,7,male,general,24,3
2022,9014045553,7,female,other,30,2
2022,9294576481,8,male,obc,28,3
2022,9298868857,3,male,other,29,2
2022,9474224322,6,female,sc,28,2
2022,9335271579,7,male,general,25,2
2022,9487483595,4,male,obc,25,4
2022,9137565900,6,male,obc,23,3
2022,9501994638,1,male,obc,30,5
2022,9122784193,5,male,general,23,2
2022,9411763539,12,female,sc,30,3
2022,9406882009,3,male,sc,27,4
2022,9119493238,9,male,general,23,5
2022,9258633750,2,female,obc,27,3
2022,9116550674,3,female,st,28,3
2022,9074239455,5,male,st,26,3
2022,9122703314,8,male,st,29,3
2022,9370627900,7,male,obc,26,2
2022,9569018851,10,male,other,26,3
2022,9233114900,10,male,st,29,4
2022,9179305292,7,male,sc,29,4
2022,9087975261,3,female,sc,23,5
2022,9113774933,12,male,general,24,4
2022,9204885602,6,female,other,28,3
2022,9282601462,3,female,sc,26,3
2022,9359414769,8,male,sc,24,3
2022,9213239474,11,male,general,23,3
2022,9431692452,11,male,st,23,4
2022,9383982209,6,female,general,26,2
2022,9055601198,3,male,other,22,3
2022,9511161823,6,male,st,24,2
2022,9299871958,11,male,other,30,2
2022,9190683363,8,male,general,24,3
2022,9176332932,10,male,sc,20,5
2022,9242380087,9,male,sc,26,5
2022,9196485015,2,male,st,21,5
2022,9433883070,4,male,st,22,5
2022,9230170839,7,female,other,27,3
2022,9150038119,10,female,sc,26,4
2022,9444850929,3,female,obc,28,4
2022,9262679807,7,female,other,21,4
2022,9379673542,2,male,other,20,5
2022,9525706741,5,female,st,20,4
2022,9436260845,3,female,st,21,5
2022,9334142035,11,male,sc,23,5
2022,9355438269,1,female,st,20,4
2022,9380977587,2,female,general,23,3
2022,9390139883,10,male,general,22,2
2022,9383473920,1,female,sc,22,2
2022,9120417732,4,male,other,24,4
2022,9137442874,3,female,obc,30,4
2022,9030181683,4,female,other,30,2
2022,9181795870,4,male,general,24,3
2022,9014002871,8,male,other,20,3
2022,9163380751,1,female,obc,26,4
2022,9351865249,7,female,other,28,5
2022,9288955947,5,female,obc,24,5
2022,9513439313,12,female,sc,27,4
2022,9319178623,6,male,sc,20,5
2022,9547016985,12,male,other,22,5
2022,9080223656,8,female,sc,24,2
2022,9205273608,2,female,sc,22,3
2022,9326134618,4,female,obc,26,5
2022,9502822342,6,male,obc,22,3
2022,9031937663,3,male,obc,23,3
2022,9574667254,8,male,general,21,4
2022,9260545037,10,female,general,26,3
2022,9369618095,6,female,obc,30,5
2022,9229311753,7,female,general,28,4
2022,9221206560,8,male,general,30,5
2022,9400002771,11,female,sc,26,5
2022,9154841909,6,female,other,20,5
2022,9012990442,1,female,other,29,2
2022,9073194637,9,female,st,28,4
2022,9308170063,10,female,general,23,3
2022,9159076341,7,male,st,22,5
2022,9440932453,7,female,st,28,5
2022,9016357663,1,male,sc,29,5
2022,9039533397,6,male,st,29,5
2022,9464080786,9,female,sc,22,2
2022,9197210453,9,female,obc,26,5
2022,9031317654,8,male,general,22,4
2022,9184321331,7,female,obc,26,5
2022,9310564218,12,male,st,21,3
2022,9293909190,8,male,st,25,4
2022,9546748891,7,male,general,21,4
2022,9011036288,4,female,st,23,3
2022,9406879097,10,female,st,30,4
2022,9007323465,8,male,sc,27,4
2022,9519572403,4,female,general,25,2
2022,9052292577,11,male,st,30,3
2022,9299225250,1,male,general,26,2
2022,9379254826,4,male,general,29,5
2022,9481318672,6,female,obc,23,3
2022,9005939669,9,male,sc,25,5
2022,9301707978,5,male,obc,23,5
2022,9371305536,6,male,sc,30,3
2022,9156959570,9,male,other,26,5
2022,9340955257,6,male,sc,22,4
2022,9337302969,2,male,sc,23,2
2022,9219844099,5,female,general,26,5
2022,9029393212,10,female,sc,29,2
2022,9447982469,4,female,st,21,4
2022,9578404672,4,male,other,20,2
2022,9478116345,5,male,other,22,2
2022,9314450855,10,female,other,28,4
2022,9284787124,9,female,st,23,5
2022,9307555570,12,male,obc,28,3
2022,9386145321,9,female,obc,30,5
2022,9276499104,5,male,other,21,3
2022,9232212397,10,male,general,30,4
2022,9373049322,4,male,other,28,4
2022,9206860228,12,female,general,22,2
2022,9105078529,11,female,sc,27,4
2022,9486979895,12,female,general,21,4
2022,9367239139,10,male,other,27,4
2022,9327655577,6,female,obc,20,3
2022,9544088401,9,female,other,25,2
2022,9132739621,5,female,sc,22,3
2022,9113540689,6,male,st,22,3
2022,9373278443,1,female,general,21,2
2022,9259482736,9,female,general,21,2
2022,9478922973,11,female,sc,24,5
2022,9264913140,6,male,sc,23,4
2022,9291469897,3,male,other,24,5
2022,9007369630,7,female,sc,20,3
2022,9508181404,10,male,obc,25,2
2022,9262412195,9,female,st,24,5
2022,9567774379,9,female,st,22,5
2022,9374992649,6,male,sc,23,5
2022,9307836798,4,female,st,22,3
2022,9546040905,12,female,sc,29,4
2022,9069802968,12,female,general,26,3
2022,9062410169,2,male,other,25,3
2022,9287969422,7,female,other,23,3
2022,9534676466,4,female,st,23,4
2022,9316249740,6,female,general,25,5
2022,9300571228,5,male,st,23,4
2022,9351727261,11,female,obc,24,5
2022,9545481763,4,female,sc,29,3
2022,9043740342,9,male,sc,28,4
2022,9206521772,11,female,sc,23,5
2022,9155705776,10,male,other,29,2
2022,9460392130,8,male,sc,20,3
2022,9414701745,7,male,obc,25,2
2022,9060955852,2,female,sc,27,3
2022,9517927746,1,male,sc,23,3
2022,9048891952,2,female,sc,23,4
2022,9064418290,10,female,other,24,5
2022,9463390044,3,male,other,27,3
2022,9228541762,3,male,st,27,5
2022,9285322607,2,female,st,21,2
2022,9127305560,12,female,st,27,3
2022,9074274996,12,female,st,24,5
2022,9260364758,12,male,other,23,3
2022,9273555465,5,female,other,23,5
2022,9504263043,7,male,obc,29,2
2022,9220653122,1,male,general,23,4
2022,9492079119,3,female,st,22,2
2022,9375448045,7,male,st,25,5
2022,9469836777,5,male,other,22,3
2022,9248503535,5,female,general,30,5
2022,9118985039,11,female,st,22,3
2022,9049032778,3,male,sc,27,3
2022,9285732555,1,female,general,30,4
2022,9369726463,2,female,other,23,2
2022,9548807956,10,male,sc,23,4
2022,9474690112,12,female,general,21,3
2022,9443654791,1,male,obc,26,3
2022,9501253097,7,female,general,20,2
2022,9017925542,3,female,sc,28,3
2022,9273309876,8,female,sc,23,4
2022,9192497192,7,male,st,20,2
2022,9242251274,1,female,st,30,5
2022,9072481204,11,male,obc,21,3
2022,9181512062,9,female,general,20,3
2022,9349911119,6,female,sc,30,4
2022,9161264587,6,male,general,22,5
2022,9363127261,3,female,other,24,3
2022,9500626606,7,male,sc,28,4
2022,9560318372,10,male,other,21,3
2022,9258167960,5,female,sc,20,3
2022,9155737280,4,male,st,23,5
2022,9391099052,11,male,obc,27,5
2022,9079872389,11,male,sc,20,4
2022,9326291467,5,male,obc,20,4
2022,9048739109,12,male,other,25,3
2022,9127859377,11,female,general,22,2
2022,9073301398,9,male,other,25,3
2022,9570056378,1,female,other,25,3
2022,9425470183,8,male,sc,22,4
2022,9091028445,7,female,other,21,3
2022,9345932714,5,male,general,20,4
2022,9085935861,7,female,obc,29,4
2022,9037313698,8,female,other,28,3
2022,9478611668,7,female,obc,27,5
2022,9473906288,3,male,obc,21,3
2022,9273866233,6,female,st,24,3
2022,9145057522,10,female,general,24,2
2022,9261773599,10,male,other,28,5
2022,9573065754,12,male,other,27,2
2022,9143164908,2,male,sc,23,3
2022,9293966965,7,female,general,24,2
2022,9488346570,8,female,general,29,4
2022,9170170959,9,male,general,27,4
2022,9149715679,10,male,other,26,5
2022,9569611939,4,female,st,25,5
2022,9166319712,10,female,other,24,3
2022,9397145178,12,male,general,23,5
2022,9150329198,1,female,st,25,3
2022,9407432933,11,male,sc,25,4
2022,9363296951,5,female,sc,22,5
2022,9323512736,5,female,other,26,2
2022,9194787300,8,male,st,28,5
2022,9118666852,11,male,general,22,5
2022,9273942779,10,female,general,30,2
2022,9240087285,10,male,st,26,3
2022,9526697798,10,female,obc,30,5
2022,9437337454,3,male,sc,21,2
2022,9522023238,8,female,obc,25,3
2022,9474329120,5,female,sc,28,2
2022,9165402334,10,male,other,22,4
2022,9577267562,5,male,other,21,5
2022,9017794744,6,female,sc,22,3
2022,9436225185,6,male,other,22,3
2022,9218110233,5,female,sc,27,4
2022,9100290462,10,male,general,23,4
2022,9097230787,7,male,sc,25,4
2022,9328728901,11,male,obc,29,5
2022,9280376639,8,female,other,27,2
2022,9421255420,11,male,obc,23,5
2022,9140464433,6,male,other,28,3
2022,9484186297,5,male,other,26,3
2022,9120491042,10,male,sc,24,4
2022,9235349666,7,male,st,25,4
2022,9316154427,10,male,general,22,4
2022,9102694056,11,female,st,28,4
2022,9360965719,6,female,sc,24,5
2022,9495793598,6,female,sc,28,4
2022,9327287255,12,male,general,24,5
2022,9386847494,10,female,general,22,4
2022,9312565925,6,female,general,29,5
2022,9163664021,6,female,sc,27,5
2022,9300453308,9,male,st,26,5
2022,9174092115,9,male,obc,29,3
2022,9522432052,12,male,sc,25,4
2022,9219224135,2,female,st,20,2
2022,9207378051,1,male,st,20,4
2022,9048233672,10,female,general,26,2
2022,9048305046,5,male,sc,20,3
2022,9001110668,6,female,st,26,2
2022,9088946008,12,female,general,27,3
2022,9414921580,11,female,other,23,5
2022,9057692810,7,male,obc,27,3
2022,9130204890,3,female,general,25,4
2022,9220260751,4,female,st,26,3
2022,9491678679,11,male,other,24,4
2022,9305813505,10,male,obc,24,3
2022,9001322087,5,female,other,25,2
2022,9369696057,5,female,st,21,3
2022,9331710261,2,female,general,26,3
2022,9483026913,2,female,other,30,3
2022,9260934406,7,female,general,20,2
2022,9105761091,10,male,obc,28,5
2022,9366428474,9,female,sc,20,5
2022,9142680630,6,male,sc,29,3
2022,9546549478,5,female,other,20,2
2022,9254691672,11,female,st,24,5
2022,9496927427,11,male,sc,25,2
2022,9160257879,4,male,sc,28,4
2022,9134340269,1,female,general,24,2
2022,9268767253,4,female,sc,25,5
2022,9326353548,5,female,sc,25,2
2022,9015478737,10,female,sc,23,4
2022,9005810664,9,male,st,28,3
2022,9060059583,12,male,sc,25,3
2022,9028768232,7,male,sc,20,2
2022,9040701153,8,female,obc,29,3
2022,9019791629,7,female,st,28,2
2022,9220496502,4,male,general,28,4
2022,9213913281,6,female,other,24,3
2022,9427729915,6,male,st,23,5
2022,9137000720,4,female,other,28,5
2022,9395249965,11,female,general,21,3
2022,9495195433,8,male,obc,26,3
2022,9444189511,11,male,st,22,2
2022,9421397105,6,male,sc,20,4
2022,9124678676,5,female,sc,27,4
2022,9138153026,7,male,other,29,3
2022,9540266163,12,male,general,25,4
2022,9482261325,3,female,st,30,4
2022,9523114042,8,male,st,26,2
2022,9287424755,12,male,other,23,5
2022,9176982755,7,female,other,27,3
2022,9340098494,8,female,general,21,4
2022,9012803495,10,female,obc,26,3
2022,9063578170,4,female,other,29,4
2022,9213027175,9,female,obc,27,3
2022,9361540198,4,female,obc,22,4
2022,9504810220,3,male,st,21,2
2022,9001610289,5,female,general,26,3
2022,9147489536,10,male,obc,26,4
2022,9137732796,1,male,st,22,3
2022,9291675675,6,male,st,25,5
2022,9566212542,1,female,st,30,5
2022,9227735150,11,female,sc,29,4
2022,9539552537,12,female,sc,28,2
2022,9235497442,6,female,sc,30,4
2022,9274934137,3,female,general,27,5
2022,9404032255,8,male,obc,22,5
2022,9559314246,9,male,other,27,2
2022,9344411635,2,female,sc,22,2
2022,9009588167,2,female,sc,20,3
2022,9275029050,9,male,general,27,5
2022,9382828866,8,male,other,25,4
2022,9200124835,4,male,general,23,5
2022,9366407130,5,female,st,22,3
2022,9448342255,1,female,st,20,3
2022,9023981335,11,female,general,28,3
2022,9382582170,7,female,obc,21,5
2022,9469022773,11,male,sc,21,3
2022,9549297200,1,male,obc,21,4
2022,9143696037,5,male,st,27,3
2022,9310128565,1,male,sc,28,2
2022,9218441964,12,male,st,26,5
2022,9479051940,4,female,obc,24,5
2022,9297978015,6,female,obc,27,2
2022,9130426474,12,male,st,29,5
2022,9541561097,10,female,general,23,5
2022,9344477654,12,male,st,28,5
2022,9568831367,10,male,st,20,3
2022,9401048794,10,female,general,22,5
2022,9546355463,7,male,general,30,4
2022,9226728847,6,female,other,28,4
2022,9432603214,12,male,sc,23,3
2022,9085584744,1,female,other,22,5
2022,9419111841,12,male,general,20,4
2022,9154881590,7,female,other,20,2
2022,9257113608,1,female,sc,20,2
2022,9468903655,4,male,obc,26,3
2022,9450183273,2,female,other,26,5
2022,9150293226,1,male,sc,26,4
2022,9552090721,1,female,st,30,3
2022,9034819368,10,female,other,28,2
2022,9040349359,3,female,other,28,2
2022,9260005502,12,male,sc,20,4
2022,9413707939,10,male,obc,20,4
2022,9459829645,11,male,general,24,5
2022,9186702310,8,male,obc,25,2
2022,9109097869,4,male,sc,21,4
2022,9098080606,6,male,sc,28,2
2022,9425885489,11,male,obc,26,5
2022,9412458171,1,male,general,29,5
2022,9314435906,7,male,other,24,2
2022,9184129014,9,male,general,23,3
2022,9479506213,12,male,general,24,3
2022,9565274186,4,female,st,20,5
2022,9196435558,4,male,general,25,5
2022,9455160220,4,male,general,26,2
2022,9121699754,8,male,general,30,3
2022,9217875885,12,male,sc,26,3
2022,9546478851,4,female,st,27,2
2022,9003946560,3,male,st,22,3
2022,9122184369,7,male,general,24,5
2022,9435405506,5,male,obc,26,4
2022,9099790674,11,female,sc,26,5
2022,9405178959,6,female,other,23,2
2022,9166060415,11,female,other,30,5
2022,9245747085,9,female,st,22,2
2022,9498820201,5,female,sc,20,5
2022,9515840928,4,female,general,25,2
2022,9215683879,12,female,other,20,5
2022,9468284483,10,female,st,28,3
2022,9305343850,7,female,sc,20,3
2022,9115402543,8,female,general,22,3
2022,9364238386,5,male,general,28,3
2022,9222281482,8,male,sc,26,3
2022,9477573947,10,male,sc,27,3
2022,9088393258,3,female,st,26,4
2022,9150183673,9,male,st,20,4
2022,9362338867,11,female,obc,22,4
2022,9304674455,1,female,sc,26,4
2022,9405966376,8,male,general,24,5
2022,9481420635,7,female,st,27,2
2022,9338639771,10,female,st,21,4
2022,9221559553,3,female,general,27,4
2022,9431692806,11,female,obc,24,5
2022,9466540490,11,male,other,22,2
2022,9115834637,2,male,st,20,5
2022,9311985524,8,male,sc,21,5
2022,9535330421,3,male,sc,22,4
2022,9044889214,9,male,st,27,3
2022,9172989747,7,female,sc,25,5
2022,9574210709,12,female,sc,20,5
2022,9200520284,12,female,st,24,3
2022,9114141729,3,male,obc,28,2
2022,9305727536,8,female,st,30,2
2022,9025703859,8,female,st,25,3
2022,9528636019,9,male,other,24,2
2022,9218000308,8,male,obc,27,5
2022,9343786571,6,female,other,28,4
2022,9312963280,6,male,sc,27,5
2022,9378802041,4,female,general,25,3
2022,9387967282,6,male,other,30,3
2022,9264262140,8,male,general,28,4
2022,9016863054,11,female,sc,30,3
2022,9351410452,7,male,obc,30,3
2022,9209800219,6,female,st,26,3
2022,9073094270,7,female,obc,26,3
2022,9250710718,8,female,obc,27,5
2022,9234927015,1,female,other,22,3
2022,9213638297,3,female,sc,20,2
2022,9362421898,12,female,obc,26,2
2022,9258981410,5,female,other,27,3
2022,9250043319,8,male,other,30,2
2022,9031198296,5,male,sc,24,4
2022,9191575586,11,female,general,30,3
2022,9474804342,8,female,obc,28,3
2022,9071310010,7,female,general,23,4
2022,9224566673,10,male,sc,29,2
2022,9532466031,12,female,other,26,3
2022,9119752658,12,male,other,26,4
2022,9070956384,4,male,general,30,5
2022,9216671852,4,male,obc,29,3
2022,9438164108,11,female,st,26,5
2022,9517803790,2,male,obc,22,3
2022,9045847815,9,male,other,23,5
2022,9500552713,2,female,sc,28,4
2022,9300991703,2,female,sc,22,3
2022,9315118583,3,female,sc,23,4
2022,9300654958,6,female,sc,21,3
2022,9184260791,3,male,general,30,2
2022,9037025378,8,male,sc,24,5
2022,9351626099,4,male,st,23,4
2022,9275563745,5,female,obc,27,3
2022,9382372343,5,male,other,28,5
2022,9274645714,1,female,general,21,3
2022,9072779410,11,male,st,21,4
2022,9349430660,2,male,st,27,3
2022,9214376776,7,male,st,20,5
2022,9143465275,12,female,sc,26,3
2022,9227955829,1,female,st,29,5
2022,9538035075,7,female,general,27,2
2022,9406966072,10,female,obc,23,2
2022,9495674593,7,female,general,28,4
2022,9453683291,8,male,general,25,5
2022,9462902159,1,male,obc,25,3
2022,9315793635,6,female,st,22,3
2022,9517484684,6,female,st,20,2
2022,9056116019,8,male,obc,29,2
2022,9042131503,3,female,obc,29,4
2022,9088241181,10,male,general,28,4
2022,9153110340,5,male,obc,23,2
2022,9190125867,7,male,st,28,3
2022,9143290626,5,female,general,26,3
2022,9491308669,3,male,other,22,2
2022,9459262866,1,female,other,20,3
2022,9039363618,11,female,other,30,3
2022,9127285892,1,male,general,22,3
2022,9366458434,4,male,st,24,5
2022,9348952790,12,female,other,23,4
2022,9420017921,5,female,sc,20,4
2022,9520987173,6,male,other,24,3
2022,9306628402,12,female,general,29,3
2022,9025381496,1,female,general,25,4
2022,9174705125,11,female,obc,20,3
2022,9479000655,2,female,st,27,5
2022,9064926025,2,male,obc,21,5
2022,9327819675,1,male,other,26,5
2022,9408405719,10,female,sc,20,5
2022,9001911162,7,male,other,24,5
2022,9314883149,4,male,obc,22,2
2022,9562140386,11,male,obc,29,5
2022,9173445363,5,female,st,20,3
2022,9068174920,5,male,other,23,5
2022,9351135659,7,female,other,27,5
2022,9390307628,5,female,general,24,5
2022,9255315661,7,female,general,30,3
2022,9279222360,12,female,general,30,5
2022,9183121718,2,male,obc,26,3
2022,9508272312,7,male,obc,25,4
2022,9190514244,7,male,st,28,5
2022,9224241673,12,male,other,28,2
2022,9010963570,9,female,other,21,5
2022,9055316477,12,male,sc,22,2
2022,9177305469,2,female,general,26,4
2022,9068279749,2,male,obc,29,4
2022,9272532727,6,female,sc,23,5
2022,9280608034,3,male,general,26,4
2022,9286962556,8,male,st,29,3
2022,9089348544,4,female,sc,30,2
2022,9092720227,4,male,other,29,2
2022,9130170350,4,male,sc,30,5
2022,9518001861,11,male,general,27,2
2022,9050085463,7,female,st,25,4
2022,9037565420,9,male,sc,27,5
2022,9537776038,11,male,sc,26,5
2022,9012782688,11,female,general,20,5
2022,9441914783,6,male,st,24,4
2022,9084116387,1,female,obc,28,5
2022,9306118331,11,female,general,22,3
2022,9146837715,9,female,st,26,2
2022,9529606794,11,female,sc,20,5
2022,9065236559,11,male,general,28,5
2022,9480423567,7,male,st,30,5
2022,9439949450,11,female,sc,25,5
2022,9430075900,7,male,sc,20,5
2022,9125274358,1,female,general,30,3
2022,9217166406,6,female,general,22,3
2022,9365166732,1,female,general,28,3
2022,9054890352,5,male,st,28,2
2022,9405240789,12,female,general,29,3
2022,9410004651,12,female,sc,29,5
2022,9067854721,3,female,other,28,4
2022,9518633237,5,female,other,30,2
2022,9476304894,4,male,obc,27,4
2022,9530196213,4,female,obc,26,5
2022,9571982486,8,female,sc,22,3
2022,9042853831,10,male,general,27,2
2022,9215887718,5,male,other,29,2
2022,9579576723,8,female,general,23,3
2022,9223284709,12,female,general,30,3
2022,9060237222,9,male,st,21,3
2022,9438151069,8,female,obc,20,5
2022,9500487626,6,male,st,22,4
2022,9332818557,6,male,st,27,2
2022,9030442786,4,male,obc,24,5
2022,9537767228,3,female,sc,30,4
2022,9125246617,12,male,other,28,3
2022,9076739039,3,female,st,26,2
2022,9330343322,2,male,general,21,3
2022,9523587991,9,male,obc,27,4
2022,9187130883,3,female,other,25,4
2022,9408380655,11,male,obc,27,3
2022,9578274107,7,male,general,27,4
2022,9012999552,7,female,obc,22,2
2022,9372992156,9,female,obc,26,5
