academic_year,school_id,grade,gender,student_category,students_enrolled,cwsn_enrolment
2022-12-20,9493,4,Female,upper_primary,59,4
2022-12-20,9402,9,Female,primary,42,3
2022-12-20,9280,10,Male,upper_primary,21,4
2022-12-20,9160,12,Male,secondary,73,5
2022-12-20,9449,4,Female,upper_primary,44,4
2022-12-20,9383,4,Male,senior_secondary,95,5
2022-12-20,9211,10,Female,primary,78,3
2022-12-20,9445,11,Male,upper_primary,52,5
2022-12-20,9453,2,Male,primary,33,2
2022-12-20,9437,2,Male,primary,57,5
2022-12-20,9427,7,Male,senior_secondary,86,3
2022-12-20,9557,2,Female,senior_secondary,57,2
2022-12-20,9503,9,Male,upper_primary,70,3
2022-12-20,9003,8,Female,secondary,100,4
2022-12-20,9510,12,Female,upper_primary,79,3
2022-12-20,9349,2,Male,primary,80,5
2022-12-20,9368,12,Female,upper_primary,53,4
2022-12-20,9562,11,Female,upper_primary,38,5
2022-12-20,9307,7,Female,upper_primary,47,4
2022-12-20,9494,8,Male,upper_primary,74,3
2022-12-20,9467,5,Male,primary,22,2
2022-12-20,9152,12,Female,primary,61,3
2022-12-20,9229,3,Female,senior_secondary,50,4
2022-12-20,9096,7,Male,senior_secondary,91,2
2022-12-20,9181,6,Male,secondary,44,5
2022-12-20,9309,8,Male,upper_primary,60,5
2022-12-20,9251,4,Female,senior_secondary,24,4
2022-12-20,9363,9,Male,upper_primary,84,5
2022-12-20,9575,6,Male,upper_primary,21,5
2022-12-20,9026,12,Male,secondary,98,5
2022-12-20,9009,9,Male,upper_primary,70,5
2022-12-20,9287,1,Female,secondary,32,5
2022-12-20,9360,12,Female,senior_secondary,26,5
2022-12-20,9485,4,Male,senior_secondary,76,3
2022-12-20,9525,6,Male,primary,72,3
2022-12-20,9063,6,Male,senior_secondary,45,2
2022-12-20,9256,3,Female,primary,92,5
2022-12-20,9508,7,Female,upper_primary,89,4
2022-12-20,9486,7,Male,primary,68,5
2022-12-20,9530,6,Female,senior_secondary,28,2
2022-12-20,9427,4,Male,senior_secondary,32,4
2022-12-20,9030,3,Female,primary,30,4
2022-12-20,9329,7,Female,primary,34,4
2022-12-20,9068,1,Male,secondary,38,4
2022-12-20,9349,1,Female,secondary,87,2
2022-12-20,9183,7,Male,senior_secondary,74,2
2022-12-20,9295,3,Female,secondary,100,5
2022-12-20,9263,3,Female,primary,98,4
2022-12-20,9062,6,Female,primary,25,4
2022-12-20,9052,5,Male,secondary,77,4
2022-12-20,9072,9,Male,upper_primary,20,2
2022-12-20,9538,2,Male,upper_primary,33,3
2022-12-20,9418,9,Male,upper_primary,35,4
2022-12-20,9144,4,Male,upper_primary,26,3
2022-12-20,9578,6,Male,upper_primary,86,4
2022-12-20,9373,11,Female,primary,68,2
2022-12-20,9008,5,Female,primary,88,3
2022-12-20,9522,9,Male,secondary,23,2
2022-12-20,9209,9,Female,upper_primary,83,4
2022-12-20,9423,10,Female,primary,91,5
2022-12-20,9045,7,Male,secondary,32,3
2022-12-20,9356,7,Female,primary,53,2
2022-12-20,9033,1,Female,secondary,62,4
2022-12-20,9377,11,Male,primary,64,5
2022-12-20,9219,6,Female,upper_primary,21,2
2022-12-20,9058,10,Male,secondary,58,4
2022-12-20,9125,7,Female,senior_secondary,89,5
2022-12-20,9380,4,Female,upper_primary,81,2
2022-12-20,9269,4,Female,primary,53,2
2022-12-20,9172,12,Female,senior_secondary,83,5
2022-12-20,9299,12,Female,primary,97,5
2022-12-20,9049,5,Female,senior_secondary,63,5
2022-12-20,9346,7,Female,secondary,66,3
2022-12-20,9248,9,Female,upper_primary,93,3
2022-12-20,9320,6,Female,senior_secondary,100,5
2022-12-20,9019,8,Female,primary,49,3
2022-12-20,9161,8,Male,senior_secondary,75,4
2022-12-20,9566,7,Female,upper_primary,84,3
2022-12-20,9437,1,Female,senior_secondary,33,2
2022-12-20,9322,12,Male,primary,51,4
2022-12-20,9485,10,Male,upper_primary,94,4
2022-12-20,9037,7,Male,primary,78,3
2022-12-20,9522,1,Female,secondary,98,2
2022-12-20,9366,12,Female,primary,42,2
2022-12-20,9301,9,Female,upper_primary,97,5
2022-12-20,9117,8,Female,senior_secondary,42,2
2022-12-20,9162,12,Female,primary,56,4
2022-12-20,9195,11,Male,primary,49,3
2022-12-20,9541,7,Male,upper_primary,64,3
2022-12-20,9096,2,Male,senior_secondary,78,3
2022-12-20,9095,1,Male,senior_secondary,26,5
2022-12-20,9536,6,Female,primary,27,4
2022-12-20,9279,12,Female,upper_primary,85,5
2022-12-20,9293,3,Female,secondary,88,3
2022-12-20,9537,3,Male,secondary,82,5
2022-12-20,9076,9,Female,senior_secondary,39,3
2022-12-20,9238,9,Male,senior_secondary,93,3
2022-12-20,9013,6,Female,primary,95,3
2022-12-20,9301,7,Female,primary,79,4
2022-12-20,9204,6,Male,senior_secondary,96,4
2022-12-20,9185,5,Female,primary,31,2
2022-12-20,9419,4,Male,senior_secondary,85,5
2022-12-20,9254,7,Male,secondary,72,5
2022-12-20,9220,11,Male,primary,53,5
2022-12-20,9359,6,Male,secondary,44,3
2022-12-20,9105,9,Male,upper_primary,41,4
2022-12-20,9369,6,Male,primary,89,5
2022-12-20,9097,5,Female,secondary,71,3
2022-12-20,9184,3,Male,primary,59,2
2022-12-20,9080,2,Male,secondary,87,4
2022-12-20,9195,11,Male,senior_secondary,32,2
2022-12-20,9513,3,Female,primary,81,5
2022-12-20,9001,3,Female,secondary,76,5
2022-12-20,9455,11,Female,upper_primary,28,3
2022-12-20,9361,10,Male,secondary,89,4
2022-12-20,9181,5,Male,secondary,38,4
2022-12-20,9207,4,Female,primary,48,5
2022-12-20,9348,4,Male,senior_secondary,52,4
2022-12-20,9171,10,Female,senior_secondary,77,5
2022-12-20,9059,12,Male,upper_primary,58,2
2022-12-20,9040,8,Male,primary,31,4
2022-12-20,9324,9,Male,senior_secondary,62,5
2022-12-20,9147,6,Male,senior_secondary,76,3
2022-12-20,9242,7,Female,secondary,88,3
2022-12-20,9366,2,Male,primary,94,3
2022-12-20,9389,10,Female,secondary,97,3
2022-12-20,9298,2,Female,secondary,87,2
2022-12-20,9028,12,Male,senior_secondary,77,3
2022-12-20,9401,4,Female,upper_primary,23,5
2022-12-20,9282,5,Female,upper_primary,72,2
2022-12-20,9183,1,Male,senior_secondary,32,5
2022-12-20,9198,12,Male,secondary,95,5
2022-12-20,9342,2,Male,upper_primary,73,4
2022-12-20,9025,2,Female,secondary,63,5
2022-12-20,9097,9,Male,upper_primary,96,2
2022-12-20,9004,7,Male,upper_primary,21,4
2022-12-20,9013,10,Male,secondary,41,3
2022-12-20,9484,11,Male,primary,48,4
2022-12-20,9209,5,Female,primary,56,3
2022-12-20,9460,10,Male,primary,96,2
2022-12-20,9031,6,Female,senior_secondary,39,3
2022-12-20,9394,4,Female,upper_primary,66,2
2022-12-20,9573,11,Male,senior_secondary,51,2
2022-12-20,9293,5,Female,secondary,35,2
2022-12-20,9041,6,Male,primary,67,5
2022-12-20,9560,5,Female,upper_primary,60,4
2022-12-20,9304,10,Male,senior_secondary,39,4
2022-12-20,9045,9,Female,upper_primary,60,5
2022-12-20,9534,4,Male,secondary,76,2
2022-12-20,9516,4,Female,upper_primary,52,5
2022-12-20,9258,12,Female,upper_primary,90,4
2022-12-20,9347,6,Male,primary,58,5
2022-12-20,9062,8,Female,upper_primary,29,5
2022-12-20,9152,5,Female,senior_secondary,88,3
2022-12-20,9148,1,Female,primary,48,3
2022-12-20,9301,3,Female,secondary,33,5
2022-12-20,9227,7,Male,primary,65,4
2022-12-20,9245,3,Female,upper_primary,24,3
2022-12-20,9265,2,Male,primary,20,2
2022-12-20,9011,1,Female,senior_secondary,30,4
2022-12-20,9319,1,Female,upper_primary,100,3
2022-12-20,9228,7,Male,upper_primary,42,3
2022-12-20,9116,9,Female,senior_secondary,83,3
2022-12-20,9548,2,Female,upper_primary,24,2
2022-12-20,9146,2,Male,senior_secondary,98,5
2022-12-20,9257,7,Female,senior_secondary,88,4
2022-12-20,9466,1,Male,senior_secondary,56,3
2022-12-20,9326,11,Male,upper_primary,21,3
2022-12-20,9431,7,Female,secondary,55,3
2022-12-20,9329,1,Female,secondary,37,2
2022-12-20,9040,5,Female,primary,37,4
2022-12-20,9548,2,Male,secondary,68,5
2022-12-20,9340,4,Male,primary,43,3
2022-12-20,9574,8,Female,primary,68,4
2022-12-20,9513,6,Female,primary,79,2
2022-12-20,9257,11,Female,primary,100,4
2022-12-20,9553,4,Female,secondary,58,5
2022-12-20,9472,6,Male,senior_secondary,73,5
2022-12-20,9442,8,Female,senior_secondary,70,5
2022-12-20,9116,9,Male,secondary,30,5
2022-12-20,9567,3,Male,primary,72,2
2022-12-20,9519,2,Female,primary,38,5
2022-12-20,9003,10,Female,primary,23,5
2022-12-20,9450,2,Female,senior_secondary,88,4
2022-12-20,9301,1,Male,upper_primary,50,4
2022-12-20,9373,4,Female,primary,31,2
2022-12-20,9463,5,Female,senior_secondary,82,4
2022-12-20,9011,7,Female,secondary,51,4
2022-12-20,9078,2,Male,senior_secondary,43,2
2022-12-20,9342,11,Male,secondary,31,5
2022-12-20,9162,4,Female,secondary,83,2
2022-12-20,9169,5,Female,secondary,43,3
2022-12-20,9389,1,Male,upper_primary,27,3
2022-12-20,9564,10,Male,senior_secondary,88,3
2022-12-20,9172,6,Female,secondary,58,3
2022-12-20,9449,12,Male,senior_secondary,78,4
2022-12-20,9365,9,Female,senior_secondary,47,2
2022-12-20,9161,12,Female,primary,96,5
2022-12-20,9258,11,Female,upper_primary,61,3
2022-12-20,9289,9,Female,secondary,67,4
2022-12-20,9152,9,Female,upper_primary,59,2
2022-12-20,9531,4,Female,senior_secondary,52,4
2022-12-20,9153,9,Female,primary,39,5
2022-12-20,9238,9,Male,senior_secondary,67,4
2022-12-20,9284,1,Female,secondary,43,4
2022-12-20,9373,12,Female,secondary,73,5
2022-12-20,9222,8,Female,secondary,72,2
2022-12-20,9316,8,Male,senior_secondary,90,5
2022-12-20,9130,8,Female,primary,85,3
2022-12-20,9400,3,Male,secondary,91,2
2022-12-20,9536,4,Male,primary,34,5
2022-12-20,9373,3,Male,primary,55,3
2022-12-20,9270,5,Male,senior_secondary,87,4
2022-12-20,9159,9,Male,primary,58,2
2022-12-20,9052,6,Male,senior_secondary,55,5
2022-12-20,9421,3,Female,secondary,40,2
2022-12-20,9402,11,Male,secondary,62,4
2022-12-20,9519,7,Male,senior_secondary,86,4
2022-12-20,9365,6,Male,primary,71,4
2022-12-20,9407,2,Female,primary,25,4
2022-12-20,9385,11,Female,upper_primary,41,2
2022-12-20,9212,8,Male,primary,26,4
2022-12-20,9050,8,Male,primary,49,4
2022-12-20,9413,5,Female,secondary,98,5
2022-12-20,9331,7,Female,upper_primary,64,3
2022-12-20,9016,9,Female,secondary,55,5
2022-12-20,9400,4,Male,senior_secondary,64,3
2022-12-20,9212,1,Male,senior_secondary,50,3
2022-12-20,9193,2,Male,primary,61,5
2022-12-20,9361,2,Female,primary,87,2
2022-12-20,9562,5,Male,upper_primary,71,3
2022-12-20,9274,4,Female,secondary,41,5
2022-12-20,9323,3,Male,senior_secondary,71,3
2022-12-20,9234,3,Male,upper_primary,91,3
2022-12-20,9339,2,Female,upper_primary,46,3
2022-12-20,9415,3,Male,upper_primary,38,2
2022-12-20,9450,9,Male,senior_secondary,69,3
2022-12-20,9345,9,Female,primary,26,5
2022-12-20,9521,1,Male,primary,34,2
2022-12-20,9423,8,Female,upper_primary,29,4
2022-12-20,9071,1,Female,senior_secondary,60,3
2022-12-20,9301,8,Male,upper_primary,37,3
2022-12-20,9163,9,Female,secondary,56,5
2022-12-20,9106,6,Male,senior_secondary,38,4
2022-12-20,9315,7,Female,upper_primary,93,2
2022-12-20,9207,2,Male,senior_secondary,78,3
2022-12-20,9255,1,Female,upper_primary,73,5
2022-12-20,9286,6,Male,upper_primary,86,3
2022-12-20,9252,7,Female,secondary,81,2
2022-12-20,9144,4,Female,secondary,86,2
2022-12-20,9263,6,Female,secondary,69,5
2022-12-20,9120,5,Female,secondary,46,5
2022-12-20,9494,3,Female,senior_secondary,96,3
2022-12-20,9187,3,Male,secondary,48,2
2022-12-20,9248,7,Male,secondary,64,2
2022-12-20,9260,3,Male,upper_primary,33,5
2022-12-20,9269,10,Female,upper_primary,38,2
2022-12-20,9529,1,Male,upper_primary,90,2
2022-12-20,9088,10,Male,senior_secondary,46,4
2022-12-20,9222,6,Female,senior_secondary,21,4
2022-12-20,9311,5,Female,upper_primary,50,3
2022-12-20,9274,2,Female,upper_primary,54,2
2022-12-20,9326,10,Male,senior_secondary,80,5
2022-12-20,9034,2,Female,primary,97,3
2022-12-20,9297,5,Female,secondary,49,2
2022-12-20,9177,2,Female,secondary,73,4
2022-12-20,9543,8,Female,senior_secondary,29,5
2022-12-20,9339,6,Male,primary,97,3
2022-12-20,9554,2,Male,upper_primary,45,3
2022-12-20,9349,12,Female,senior_secondary,25,4
2022-12-20,9300,7,Male,senior_secondary,57,3
2022-12-20,9521,6,Female,secondary,55,5
2022-12-20,9155,9,Female,upper_primary,47,5
2022-12-20,9534,3,Female,secondary,71,5
2022-12-20,9175,6,Female,upper_primary,22,4
2022-12-20,9226,8,Female,senior_secondary,55,5
2022-12-20,9000,5,Male,upper_primary,57,5
2022-12-20,9066,6,Female,secondary,47,5
2022-12-20,9446,3,Female,primary,88,4
2022-12-20,9105,12,Female,primary,96,5
2022-12-20,9143,7,Male,upper_primary,27,5
2022-12-20,9565,8,Female,senior_secondary,84,2
2022-12-20,9019,3,Male,primary,89,5
2022-12-20,9172,10,Male,upper_primary,85,3
2022-12-20,9101,2,Female,secondary,84,2
2022-12-20,9370,5,Female,primary,86,5
2022-12-20,9234,1,Male,upper_primary,89,4
2022-12-20,9275,12,Female,upper_primary,85,2
2022-12-20,9307,5,Female,senior_secondary,70,2
2022-12-20,9482,9,Female,senior_secondary,78,3
2022-12-20,9002,12,Male,senior_secondary,58,2
2022-12-20,9107,9,Female,senior_secondary,69,3
2022-12-20,9294,2,Female,senior_secondary,42,4
2022-12-20,9354,8,Male,senior_secondary,35,2
2022-12-20,9176,9,Female,upper_primary,53,5
2022-12-20,9186,12,Male,primary,32,2
2022-12-20,9240,1,Female,upper_primary,53,3
2022-12-20,9514,3,Female,upper_primary,74,3
2022-12-20,9252,4,Male,secondary,57,3
2022-12-20,9103,5,Male,secondary,83,3
2022-12-20,9298,11,Male,secondary,97,5
2022-12-20,9365,6,Male,senior_secondary,49,4
2022-12-20,9250,8,Male,upper_primary,45,2
2022-12-20,9573,6,Female,upper_primary,69,4
2022-12-20,9252,2,Male,primary,76,3
2022-12-20,9329,8,Female,upper_primary,30,5
2022-12-20,9192,4,Male,secondary,59,2
2022-12-20,9083,8,Male,primary,48,2
2022-12-20,9098,5,Female,senior_secondary,78,3
2022-12-20,9258,3,Female,primary,86,4
2022-12-20,9001,8,Male,senior_secondary,99,2
2022-12-20,9390,12,Male,primary,47,5
2022-12-20,9322,12,Female,primary,93,4
2022-12-20,9066,2,Female,primary,25,4
2022-12-20,9492,2,Female,secondary,45,2
2022-12-20,9556,5,Female,senior_secondary,50,5
2022-12-20,9505,8,Male,secondary,90,4
2022-12-20,9364,2,Female,secondary,25,5
2022-12-20,9515,12,Female,upper_primary,74,4
2022-12-20,9135,3,Female,upper_primary,81,4
2022-12-20,9227,8,Male,upper_primary,86,3
2022-12-20,9199,4,Male,primary,35,5
2022-12-20,9485,7,Female,senior_secondary,59,4
2022-12-20,9215,3,Female,senior_secondary,64,2
2022-12-20,9314,1,Male,upper_primary,93,2
2022-12-20,9564,11,Male,secondary,52,4
2022-12-20,9369,5,Female,secondary,47,3
2022-12-20,9576,9,Male,senior_secondary,29,3
2022-12-20,9038,8,Female,primary,21,5
2022-12-20,9389,12,Male,upper_primary,79,4
2022-12-20,9092,9,Female,upper_primary,46,2
2022-12-20,9011,4,Female,senior_secondary,86,5
2022-12-20,9417,10,Male,primary,31,5
2022-12-20,9086,7,Male,secondary,34,2
2022-12-20,9187,10,Male,upper_primary,66,2
2022-12-20,9190,4,Male,senior_secondary,31,3
2022-12-20,9326,3,Male,primary,41,4
2022-12-20,9220,8,Female,secondary,34,3
2022-12-20,9160,10,Female,secondary,90,5
2022-12-20,9131,10,Male,upper_primary,60,2
2022-12-20,9217,5,Male,senior_secondary,49,3
2022-12-20,9471,3,Female,secondary,38,3
2022-12-20,9341,9,Female,senior_secondary,24,5
2022-12-20,9225,5,Male,secondary,98,2
2022-12-20,9519,5,Male,senior_secondary,22,3
2022-12-20,9146,4,Male,upper_primary,37,3
2022-12-20,9168,4,Male,upper_primary,21,4
2022-12-20,9241,8,Male,secondary,71,2
2022-12-20,9011,7,Female,secondary,36,5
2022-12-20,9395,7,Male,primary,85,4
2022-12-20,9552,1,Male,upper_primary,88,2
2022-12-20,9373,3,Male,senior_secondary,37,4
2022-12-20,9385,2,Female,upper_primary,66,3
2022-12-20,9363,10,Female,senior_secondary,40,5
2022-12-20,9426,8,Male,senior_secondary,39,2
2022-12-20,9360,5,Male,primary,49,3
2022-12-20,9437,9,Male,senior_secondary,59,5
2022-12-20,9149,2,Male,primary,67,3
2022-12-20,9492,3,Male,upper_primary,30,5
2022-12-20,9275,8,Female,primary,62,4
2022-12-20,9223,8,Female,secondary,90,5
2022-12-20,9072,2,Female,secondary,82,3
2022-12-20,9221,3,Female,secondary,62,2
2022-12-20,9309,12,Female,secondary,35,4
2022-12-20,9466,11,Female,upper_primary,32,5
2022-12-20,9504,8,Male,primary,99,5
2022-12-20,9081,4,Male,secondary,49,2
2022-12-20,9454,9,Male,secondary,70,2
2022-12-20,9157,5,Female,primary,69,2
2022-12-20,9090,4,Female,primary,46,2
2022-12-20,9116,4,Male,senior_secondary,43,2
2022-12-20,9149,1,Female,senior_secondary,41,3
2022-12-20,9314,8,Female,upper_primary,53,5
2022-12-20,9324,10,Female,upper_primary,83,4
2022-12-20,9555,12,Male,senior_secondary,100,2
2022-12-20,9227,10,Male,upper_primary,22,5
2022-12-20,9134,10,Male,primary,67,5
2022-12-20,9392,10,Male,senior_secondary,89,2
2022-12-20,9160,2,Female,secondary,32,5
2022-12-20,9081,8,Female,upper_primary,74,2
2022-12-20,9317,6,Male,upper_primary,65,3
2022-12-20,9485,4,Female,primary,44,3
2022-12-20,9237,12,Male,primary,52,3
2022-12-20,9052,10,Female,secondary,86,4
2022-12-20,9190,12,Female,senior_secondary,23,2
2022-12-20,9209,9,Male,upper_primary,65,3
2022-12-20,9411,2,Male,upper_primary,85,4
2022-12-20,9175,8,Male,upper_primary,24,2
2022-12-20,9356,7,Female,upper_primary,36,5
2022-12-20,9314,12,Male,senior_secondary,94,5
2022-12-20,9339,7,Male,upper_primary,55,2
2022-12-20,9547,2,Male,secondary,70,5
2022-12-20,9558,11,Female,upper_primary,89,4
2022-12-20,9491,7,Female,upper_primary,48,4
2022-12-20,9119,10,Female,secondary,98,5
2022-12-20,9138,11,Female,upper_primary,42,3
2022-12-20,9511,3,Female,senior_secondary,33,4
2022-12-20,9511,5,Female,primary,61,2
2022-12-20,9158,6,Male,primary,73,3
2022-12-20,9254,9,Male,upper_primary,26,3
2022-12-20,9137,12,Male,senior_secondary,36,3
2022-12-20,9040,6,Female,secondary,31,4
2022-12-20,9525,11,Female,primary,30,2
2022-12-20,9113,4,Male,senior_secondary,45,3
2022-12-20,9147,6,Female,secondary,71,2
2022-12-20,9005,4,Male,secondary,29,4
2022-12-20,9230,8,Male,senior_secondary,33,2
2022-12-20,9529,9,Female,primary,44,2
2022-12-20,9268,1,Male,secondary,87,2
2022-12-20,9282,7,Female,upper_primary,59,5
2022-12-20,9501,11,Male,upper_primary,100,3
2022-12-20,9069,2,Female,primary,26,5
2022-12-20,9357,12,Female,senior_secondary,25,5
2022-12-20,9463,7,Male,secondary,38,4
2022-12-20,9269,11,Male,primary,80,5
2022-12-20,9487,8,Male,secondary,73,4
2022-12-20,9213,7,Female,upper_primary,84,5
2022-12-20,9120,4,Female,primary,22,3
2022-12-20,9209,6,Male,senior_secondary,25,2
2022-12-20,9398,6,Male,senior_secondary,34,4
2022-12-20,9140,1,Female,senior_secondary,39,4
2022-12-20,9067,1,Female,secondary,73,2
2022-12-20,9563,6,Male,secondary,57,4
2022-12-20,9308,10,Female,upper_primary,34,4
2022-12-20,9108,9,Female,primary,27,2
2022-12-20,9374,5,Female,upper_primary,22,2
2022-12-20,9299,1,Male,senior_secondary,65,5
2022-12-20,9054,2,Male,senior_secondary,38,4
2022-12-20,9331,1,Female,secondary,88,4
2022-12-20,9556,5,Male,secondary,59,4
2022-12-20,9206,7,Female,secondary,99,4
2022-12-20,9182,5,Female,upper_primary,53,4
2022-12-20,9412,5,Female,primary,39,3
2022-12-20,9411,2,Male,senior_secondary,98,2
2022-12-20,9034,6,Female,upper_primary,28,5
2022-12-20,9572,3,Female,primary,97,4
2022-12-20,9164,3,Female,senior_secondary,78,3
2022-12-20,9416,1,Male,upper_primary,41,5
2022-12-20,9342,12,Male,upper_primary,75,3
2022-12-20,9149,3,Male,secondary,27,4
2022-12-20,9449,9,Female,primary,40,3
2022-12-20,9009,1,Male,upper_primary,30,2
2022-12-20,9297,8,Male,primary,59,3
2022-12-20,9042,8,Male,primary,92,3
2022-12-20,9108,4,Male,primary,46,2
2022-12-20,9247,2,Male,senior_secondary,47,2
2022-12-20,9336,9,Male,senior_secondary,94,3
2022-12-20,9261,9,Female,primary,45,3
2022-12-20,9164,6,Female,upper_primary,82,5
2022-12-20,9242,11,Female,secondary,60,4
2022-12-20,9523,8,Male,primary,27,2
2022-12-20,9123,4,Female,secondary,86,5
2022-12-20,9124,1,Female,primary,64,4
2022-12-20,9550,1,Female,primary,63,4
2022-12-20,9357,2,Female,upper_primary,55,5
2022-12-20,9145,9,Male,primary,53,4
2022-12-20,9542,8,Female,secondary,66,4
2022-12-20,9265,12,Male,secondary,43,4
2022-12-20,9402,5,Female,primary,84,5
2022-12-20,9212,5,Male,secondary,97,2
2022-12-20,9305,3,Male,primary,36,4
2022-12-20,9528,8,Male,senior_secondary,38,4
2022-12-20,9335,9,Female,senior_secondary,43,2
2022-12-20,9411,5,Female,senior_secondary,77,3
2022-12-20,9248,9,Female,upper_primary,31,4
2022-12-20,9311,12,Male,senior_secondary,69,3
2022-12-20,9485,2,Male,primary,90,5
2022-12-20,9404,1,Female,primary,32,4
2022-12-20,9465,2,Female,primary,28,2
2022-12-20,9011,8,Male,secondary,92,3
2022-12-20,9397,2,Female,primary,88,2
2022-12-20,9186,8,Female,senior_secondary,88,2
2022-12-20,9386,2,Male,upper_primary,20,3
2022-12-20,9341,9,Male,upper_primary,75,5
2022-12-20,9246,8,Male,secondary,98,3
2022-12-20,9396,10,Female,senior_secondary,59,3
2022-12-20,9249,3,Female,senior_secondary,56,4
2022-12-20,9023,3,Female,secondary,34,2
2022-12-20,9138,3,Female,secondary,69,3
2022-12-20,9130,4,Female,secondary,38,2
2022-12-20,9253,8,Female,primary,63,2
2022-12-20,9361,8,Female,secondary,44,2
2022-12-20,9222,3,Female,senior_secondary,21,5
2022-12-20,9460,5,Female,secondary,22,4
2022-12-20,9096,5,Female,primary,75,5
2022-12-20,9426,4,Female,senior_secondary,51,5
2022-12-20,9209,5,Female,secondary,92,4
2022-12-20,9398,7,Female,primary,82,4
2022-12-20,9370,11,Female,secondary,97,3
2022-12-20,9346,4,Female,primary,40,3
2022-12-20,9024,1,Male,upper_primary,85,4
2022-12-20,9459,8,Female,primary,73,2
2022-12-20,9378,12,Male,upper_primary,91,2
2022-12-20,9377,7,Male,upper_primary,82,2
2022-12-20,9467,10,Female,secondary,51,4
2022-12-20,9204,7,Female,primary,35,4
2022-12-20,9277,12,Male,upper_primary,23,3
2022-12-20,9538,1,Female,primary,48,4
2022-12-20,9111,2,Female,primary,93,2
2022-12-20,9033,11,Female,upper_primary,89,4
2022-12-20,9472,10,Male,upper_primary,54,5
2022-12-20,9084,6,Male,senior_secondary,54,5
2022-12-20,9414,3,Female,upper_primary,75,5
2022-12-20,9348,1,Male,secondary,81,5
2022-12-20,9536,4,Female,senior_secondary,37,5
2022-12-20,9456,4,Female,primary,46,4
2022-12-20,9001,2,Female,upper_primary,61,4
2022-12-20,9230,7,Male,senior_secondary,22,2
2022-12-20,9458,10,Male,senior_secondary,83,5
2022-12-20,9070,3,Male,upper_primary,73,4
2022-12-20,9128,2,Male,primary,91,5
2022-12-20,9489,7,Male,secondary,91,4
2022-12-20,9449,11,Female,upper_primary,68,2
2022-12-20,9385,4,Female,senior_secondary,77,3
2022-12-20,9053,10,Male,secondary,38,3
2022-12-20,9551,10,Female,primary,41,4
2022-12-20,9032,6,Female,primary,69,4
2022-12-20,9148,3,Male,upper_primary,80,5
2022-12-20,9269,11,Male,secondary,33,2
2022-12-20,9141,5,Female,senior_secondary,35,4
2022-12-20,9068,8,Male,secondary,26,4
2022-12-20,9022,10,Male,primary,93,3
2022-12-20,9189,2,Male,secondary,38,5
2022-12-20,9037,7,Female,secondary,62,5
2022-12-20,9135,10,Male,primary,52,4
2022-12-20,9470,7,Female,upper_primary,97,3
2022-12-20,9051,6,Male,upper_primary,32,4
2022-12-20,9036,9,Female,primary,79,3
2022-12-20,9438,1,Male,primary,74,2
2022-12-20,9376,7,Female,upper_primary,74,4
2022-12-20,9304,10,Female,senior_secondary,37,2
2022-12-20,9023,1,Male,primary,35,3
2022-12-20,9396,9,Female,primary,86,4
2022-12-20,9189,12,Female,primary,97,2
2022-12-20,9234,5,Male,upper_primary,53,4
2022-12-20,9107,8,Female,primary,29,5
2022-12-20,9364,10,Male,primary,41,5
2022-12-20,9171,1,Male,senior_secondary,29,2
2022-12-20,9380,10,Male,upper_primary,59,4
2022-12-20,9322,3,Male,primary,45,2
2022-12-20,9027,1,Female,secondary,89,2
2022-12-20,9053,4,Female,secondary,45,4
2022-12-20,9349,5,Male,secondary,21,2
2022-12-20,9301,8,Female,secondary,92,4
2022-12-20,9227,12,Male,upper_primary,67,5
2022-12-20,9465,10,Female,secondary,82,5
2022-12-20,9508,3,Male,secondary,87,2
2022-12-20,9479,5,Female,senior_secondary,41,4
2022-12-20,9237,10,Female,primary,85,5
2022-12-20,9557,5,Female,primary,75,5
2022-12-20,9576,5,Female,secondary,96,5
2022-12-20,9048,3,Male,upper_primary,90,5
2022-12-20,9574,1,Male,primary,20,5
2022-12-20,9445,11,Female,primary,41,4
2022-12-20,9082,2,Male,senior_secondary,88,5
2022-12-20,9427,12,Female,senior_secondary,28,2
2022-12-20,9332,3,Female,upper_primary,99,5
2022-12-20,9044,5,Male,senior_secondary,43,4
2022-12-20,9424,11,Male,upper_primary,98,2
2022-12-20,9016,4,Male,primary,92,5
2022-12-20,9082,7,Male,senior_secondary,21,5
2022-12-20,9224,2,Male,primary,90,4
2022-12-20,9361,11,Male,primary,74,2
2022-12-20,9026,4,Female,upper_primary,64,3
2022-12-20,9007,5,Male,primary,93,2
2022-12-20,9062,5,Female,upper_primary,73,3
2022-12-20,9440,6,Female,upper_primary,73,3
2022-12-20,9232,9,Female,secondary,49,3
2022-12-20,9242,1,Female,upper_primary,49,3
2022-12-20,9345,10,Female,secondary,81,5
2022-12-20,9528,9,Female,senior_secondary,38,5
2022-12-20,9094,11,Male,secondary,55,5
2022-12-20,9411,2,Male,primary,39,3
2022-12-20,9393,7,Male,senior_secondary,95,4
2022-12-20,9299,4,Female,secondary,64,2
2022-12-20,9244,12,Female,primary,68,3
2022-12-20,9068,2,Female,senior_secondary,48,3
2022-12-20,9036,9,Female,upper_primary,39,4
2022-12-20,9079,11,Female,primary,20,4
2022-12-20,9446,5,Male,senior_secondary,59,2
2022-12-20,9238,10,Female,primary,30,4
2022-12-20,9069,10,Female,primary,74,3
