academic_year,school_id,grade,total_teachers,students_enrolled
2022-12-20,9463,10,12,92
2022-12-20,9462,1,9,99
2022-12-20,9298,8,14,82
2022-12-20,9053,10,12,30
2022-12-20,9487,10,11,34
2022-12-20,9494,7,10,72
2022-12-20,9163,12,12,48
2022-12-20,9077,4,10,51
2022-12-20,9407,3,9,28
2022-12-20,9208,12,7,74
2022-12-20,9213,1,15,92
2022-12-20,9098,8,15,67
2022-12-20,9385,6,11,48
2022-12-20,9321,7,8,84
2022-12-20,9076,6,7,57
2022-12-20,9308,9,13,93
2022-12-20,9164,4,5,37
2022-12-20,9460,9,8,59
2022-12-20,9161,6,8,49
2022-12-20,9419,11,8,62
2022-12-20,9421,6,5,30
2022-12-20,9317,4,8,24
2022-12-20,9498,5,10,69
2022-12-20,9498,1,7,57
2022-12-20,9495,11,12,29
2022-12-20,9060,10,8,52
2022-12-20,9061,1,7,74
2022-12-20,9441,12,15,75
2022-12-20,9045,3,14,71
2022-12-20,9221,5,14,21
2022-12-20,9003,6,12,76
2022-12-20,9272,4,9,31
2022-12-20,9022,12,12,20
2022-12-20,9130,7,8,67
2022-12-20,9523,2,5,88
2022-12-20,9305,3,7,80
2022-12-20,9475,1,12,86
2022-12-20,9459,2,10,51
2022-12-20,9418,9,9,21
2022-12-20,9453,7,15,84
2022-12-20,9162,12,6,53
2022-12-20,9576,2,5,41
2022-12-20,9522,2,6,52
2022-12-20,9472,6,5,82
2022-12-20,9189,8,15,83
2022-12-20,9314,4,11,85
2022-12-20,9129,1,15,34
2022-12-20,9546,8,8,80
2022-12-20,9284,7,8,41
2022-12-20,9159,9,9,72
2022-12-20,9523,9,9,76
2022-12-20,9227,3,10,39
2022-12-20,9409,1,14,94
2022-12-20,9459,2,15,84
2022-12-20,9037,8,15,32
2022-12-20,9127,10,6,99
2022-12-20,9245,2,10,72
2022-12-20,9399,4,11,62
2022-12-20,9295,12,12,83
2022-12-20,9529,3,5,64
2022-12-20,9003,1,5,96
2022-12-20,9516,1,6,27
2022-12-20,9125,4,9,53
2022-12-20,9265,8,9,69
2022-12-20,9297,10,9,80
2022-12-20,9230,1,6,22
2022-12-20,9015,12,6,97
2022-12-20,9389,11,5,62
2022-12-20,9501,12,5,61
2022-12-20,9412,6,9,36
2022-12-20,9105,10,7,23
2022-12-20,9106,12,12,44
2022-12-20,9031,8,5,96
2022-12-20,9127,10,7,71
2022-12-20,9206,12,10,29
2022-12-20,9131,8,12,46
2022-12-20,9523,5,5,34
2022-12-20,9404,1,11,99
2022-12-20,9513,12,10,71
2022-12-20,9564,5,9,30
2022-12-20,9215,7,14,29
2022-12-20,9499,8,6,55
2022-12-20,9552,11,5,20
2022-12-20,9324,6,14,75
2022-12-20,9163,1,12,47
2022-12-20,9132,12,14,32
2022-12-20,9461,10,15,96
2022-12-20,9254,5,5,70
2022-12-20,9416,5,12,93
2022-12-20,9127,6,13,74
2022-12-20,9053,6,7,67
2022-12-20,9520,1,13,87
2022-12-20,9263,8,7,23
2022-12-20,9124,8,13,76
2022-12-20,9491,10,11,75
2022-12-20,9569,8,13,20
2022-12-20,9200,6,6,60
2022-12-20,9455,8,13,100
2022-12-20,9451,7,11,85
2022-12-20,9304,12,12,66
2022-12-20,9094,7,14,81
2022-12-20,9207,9,15,42
2022-12-20,9140,8,14,99
2022-12-20,9045,8,6,54
2022-12-20,9528,3,6,41
2022-12-20,9185,5,9,28
2022-12-20,9101,9,14,88
2022-12-20,9233,12,12,22
2022-12-20,9386,7,12,63
2022-12-20,9362,12,11,62
2022-12-20,9272,5,7,34
2022-12-20,9558,2,7,77
2022-12-20,9326,12,12,33
2022-12-20,9432,1,10,99
2022-12-20,9412,3,9,77
2022-12-20,9547,8,13,36
2022-12-20,9214,10,7,85
2022-12-20,9443,12,7,87
2022-12-20,9248,3,10,42
2022-12-20,9121,9,9,92
2022-12-20,9406,1,5,33
2022-12-20,9507,6,6,83
2022-12-20,9187,11,13,88
2022-12-20,9551,10,9,26
2022-12-20,9174,1,5,46
2022-12-20,9274,6,14,65
2022-12-20,9498,4,7,71
2022-12-20,9055,3,15,65
2022-12-20,9536,6,7,78
2022-12-20,9392,11,6,40
2022-12-20,9074,6,15,20
2022-12-20,9501,5,12,63
2022-12-20,9507,1,12,89
2022-12-20,9468,9,12,40
2022-12-20,9301,3,8,27
2022-12-20,9176,1,14,51
2022-12-20,9545,7,11,33
2022-12-20,9539,5,10,57
2022-12-20,9099,8,8,80
2022-12-20,9546,8,11,77
2022-12-20,9086,10,12,37
2022-12-20,9133,12,5,96
2022-12-20,9510,10,6,81
2022-12-20,9238,2,15,38
2022-12-20,9055,11,11,32
2022-12-20,9080,11,11,72
2022-12-20,9117,11,14,95
2022-12-20,9013,7,12,65
2022-12-20,9456,4,14,33
2022-12-20,9492,9,15,66
2022-12-20,9203,8,12,46
2022-12-20,9400,9,12,63
2022-12-20,9026,3,13,32
2022-12-20,9532,4,12,95
2022-12-20,9196,10,13,58
2022-12-20,9358,3,13,20
2022-12-20,9538,4,13,49
2022-12-20,9482,9,9,25
2022-12-20,9405,2,8,33
2022-12-20,9366,6,5,35
2022-12-20,9221,4,7,97
2022-12-20,9092,7,14,39
2022-12-20,9279,2,7,61
2022-12-20,9125,5,9,45
2022-12-20,9172,1,13,20
2022-12-20,9103,7,5,21
2022-12-20,9420,6,7,22
2022-12-20,9493,9,11,99
2022-12-20,9391,4,9,21
2022-12-20,9174,4,8,34
2022-12-20,9424,4,15,43
2022-12-20,9491,9,14,22
2022-12-20,9063,1,11,54
2022-12-20,9566,8,8,74
2022-12-20,9354,4,15,70
2022-12-20,9078,4,12,87
2022-12-20,9494,1,15,70
2022-12-20,9188,2,6,59
2022-12-20,9079,10,11,28
2022-12-20,9073,8,8,47
2022-12-20,9014,2,15,76
2022-12-20,9490,9,11,47
2022-12-20,9137,12,9,22
2022-12-20,9008,12,6,64
2022-12-20,9079,11,8,76
2022-12-20,9463,6,15,53
2022-12-20,9423,4,9,43
2022-12-20,9398,2,11,45
2022-12-20,9220,9,8,35
2022-12-20,9312,4,5,33
2022-12-20,9070,10,15,20
2022-12-20,9346,5,8,94
2022-12-20,9214,10,7,60
2022-12-20,9147,10,10,61
2022-12-20,9255,2,9,54
2022-12-20,9376,6,5,71
2022-12-20,9091,5,7,99
2022-12-20,9225,8,9,27
2022-12-20,9046,11,6,20
2022-12-20,9229,6,11,76
2022-12-20,9281,11,10,90
2022-12-20,9211,11,15,65
2022-12-20,9543,11,11,24
2022-12-20,9066,7,12,89
2022-12-20,9094,3,9,38
2022-12-20,9395,4,11,28
2022-12-20,9051,2,15,57
2022-12-20,9485,3,6,77
2022-12-20,9325,9,7,41
2022-12-20,9264,12,12,94
2022-12-20,9202,1,9,95
2022-12-20,9034,10,12,59
2022-12-20,9185,5,11,48
2022-12-20,9016,10,9,88
2022-12-20,9508,8,6,60
2022-12-20,9104,4,10,23
2022-12-20,9238,1,15,61
2022-12-20,9383,4,6,73
2022-12-20,9453,10,5,58
2022-12-20,9395,2,10,87
2022-12-20,9322,10,14,40
2022-12-20,9167,1,10,56
2022-12-20,9366,7,11,36
2022-12-20,9246,3,12,98
2022-12-20,9308,6,6,95
2022-12-20,9290,9,6,54
2022-12-20,9193,6,6,97
2022-12-20,9260,3,5,76
2022-12-20,9484,3,11,60
2022-12-20,9115,3,13,96
2022-12-20,9405,3,12,31
2022-12-20,9077,9,10,29
2022-12-20,9210,11,10,78
2022-12-20,9247,10,13,25
2022-12-20,9225,11,10,41
2022-12-20,9334,5,15,20
2022-12-20,9337,9,5,32
2022-12-20,9001,11,7,44
2022-12-20,9139,9,5,23
2022-12-20,9380,6,11,68
2022-12-20,9263,4,9,65
2022-12-20,9456,4,6,35
2022-12-20,9400,5,12,82
2022-12-20,9134,1,11,24
2022-12-20,9420,11,7,43
2022-12-20,9452,7,11,32
2022-12-20,9530,6,14,87
2022-12-20,9202,12,12,58
2022-12-20,9401,5,9,39
2022-12-20,9548,9,14,99
2022-12-20,9448,9,9,50
2022-12-20,9088,2,12,77
2022-12-20,9507,1,9,48
2022-12-20,9133,11,13,98
2022-12-20,9063,11,14,24
2022-12-20,9336,11,7,76
2022-12-20,9275,3,9,44
2022-12-20,9082,2,13,37
2022-12-20,9338,10,7,27
2022-12-20,9260,8,8,55
2022-12-20,9385,8,6,21
2022-12-20,9002,5,5,33
2022-12-20,9578,3,11,39
2022-12-20,9411,11,15,69
2022-12-20,9086,6,9,83
2022-12-20,9167,2,7,71
2022-12-20,9141,8,13,35
2022-12-20,9538,12,9,49
2022-12-20,9099,12,14,90
2022-12-20,9563,10,9,52
2022-12-20,9386,12,9,32
2022-12-20,9050,3,9,39
2022-12-20,9077,7,13,72
2022-12-20,9316,9,5,93
2022-12-20,9051,3,11,98
2022-12-20,9170,8,10,74
2022-12-20,9309,1,10,29
2022-12-20,9108,11,5,88
2022-12-20,9072,6,11,77
2022-12-20,9282,4,8,82
2022-12-20,9337,12,11,91
2022-12-20,9142,2,7,39
2022-12-20,9004,7,10,58
2022-12-20,9214,9,13,47
2022-12-20,9560,3,12,42
2022-12-20,9349,7,8,34
2022-12-20,9291,9,13,40
2022-12-20,9265,2,10,34
2022-12-20,9481,6,8,67
2022-12-20,9148,6,13,61
2022-12-20,9201,5,10,60
2022-12-20,9396,10,7,46
2022-12-20,9274,4,12,45
2022-12-20,9036,6,15,71
2022-12-20,9454,8,10,20
2022-12-20,9405,10,9,55
2022-12-20,9183,3,9,90
2022-12-20,9167,7,11,42
2022-12-20,9405,11,15,60
2022-12-20,9001,4,5,32
2022-12-20,9505,12,6,47
2022-12-20,9522,7,15,20
2022-12-20,9054,5,6,40
2022-12-20,9051,8,13,54
2022-12-20,9066,4,7,31
2022-12-20,9249,5,6,60
2022-12-20,9250,3,8,45
2022-12-20,9178,8,15,65
2022-12-20,9531,6,5,100
2022-12-20,9490,9,13,73
2022-12-20,9083,11,6,97
2022-12-20,9489,8,14,41
2022-12-20,9393,3,9,66
2022-12-20,9523,10,12,27
2022-12-20,9081,2,12,98
2022-12-20,9079,5,15,25
2022-12-20,9117,4,13,22
2022-12-20,9009,8,13,93
2022-12-20,9404,6,10,56
2022-12-20,9198,9,8,100
2022-12-20,9366,2,5,98
2022-12-20,9108,10,11,55
2022-12-20,9026,7,8,99
2022-12-20,9577,2,8,77
2022-12-20,9529,12,12,83
2022-12-20,9489,12,15,34
2022-12-20,9524,9,9,94
2022-12-20,9403,9,12,91
2022-12-20,9115,7,6,60
2022-12-20,9384,9,7,24
2022-12-20,9565,3,11,33
2022-12-20,9442,4,10,59
2022-12-20,9375,10,8,61
2022-12-20,9152,11,5,44
2022-12-20,9051,8,14,69
2022-12-20,9568,2,6,47
2022-12-20,9547,8,15,94
2022-12-20,9344,9,8,52
2022-12-20,9354,12,15,38
2022-12-20,9425,10,9,54
2022-12-20,9281,8,12,84
2022-12-20,9338,11,14,92
2022-12-20,9420,5,11,68
2022-12-20,9571,3,8,40
2022-12-20,9476,5,13,36
2022-12-20,9164,1,6,36
2022-12-20,9230,12,13,99
2022-12-20,9556,3,6,78
2022-12-20,9292,3,10,29
2022-12-20,9109,1,8,25
2022-12-20,9370,8,6,72
2022-12-20,9244,2,8,44
2022-12-20,9552,12,13,34
2022-12-20,9342,3,6,31
2022-12-20,9408,4,6,37
2022-12-20,9564,4,15,84
2022-12-20,9265,7,6,67
2022-12-20,9100,10,12,68
2022-12-20,9497,10,11,28
2022-12-20,9251,4,15,59
2022-12-20,9083,12,13,49
2022-12-20,9133,5,12,22
2022-12-20,9518,6,11,41
2022-12-20,9213,8,8,94
2022-12-20,9442,7,8,55
2022-12-20,9183,5,11,44
2022-12-20,9119,11,9,91
2022-12-20,9284,11,11,33
2022-12-20,9131,8,6,49
2022-12-20,9376,12,13,33
2022-12-20,9461,2,13,45
2022-12-20,9071,6,10,30
2022-12-20,9156,10,13,59
2022-12-20,9284,12,8,48
2022-12-20,9118,12,15,66
2022-12-20,9521,2,10,27
2022-12-20,9128,2,13,25
2022-12-20,9038,4,5,83
2022-12-20,9398,6,14,99
2022-12-20,9289,8,12,63
2022-12-20,9123,10,13,44
2022-12-20,9351,3,14,34
2022-12-20,9250,9,10,77
2022-12-20,9394,9,9,75
2022-12-20,9074,3,8,31
2022-12-20,9202,3,10,84
2022-12-20,9335,10,8,33
2022-12-20,9485,5,13,63
2022-12-20,9356,3,8,58
2022-12-20,9432,5,8,51
2022-12-20,9465,2,9,54
2022-12-20,9356,10,15,32
2022-12-20,9463,2,7,53
2022-12-20,9006,4,5,83
2022-12-20,9198,3,10,79
2022-12-20,9485,5,8,88
2022-12-20,9073,6,7,90
2022-12-20,9462,5,7,23
2022-12-20,9319,2,14,62
2022-12-20,9566,12,12,27
2022-12-20,9142,7,8,70
2022-12-20,9247,6,5,70
2022-12-20,9121,2,14,87
2022-12-20,9054,12,5,31
2022-12-20,9498,12,7,20
2022-12-20,9096,5,9,32
2022-12-20,9431,7,10,74
2022-12-20,9043,9,10,65
2022-12-20,9374,4,5,93
2022-12-20,9236,6,8,24
2022-12-20,9407,4,7,46
2022-12-20,9315,5,13,46
2022-12-20,9071,7,7,77
2022-12-20,9013,4,6,23
2022-12-20,9521,8,8,51
2022-12-20,9080,12,10,85
2022-12-20,9364,4,13,85
2022-12-20,9473,8,10,100
2022-12-20,9234,6,8,38
2022-12-20,9557,3,6,25
2022-12-20,9535,6,11,72
2022-12-20,9523,8,6,41
2022-12-20,9387,9,14,28
2022-12-20,9511,10,10,76
2022-12-20,9083,7,11,99
2022-12-20,9154,8,12,28
2022-12-20,9424,4,5,78
2022-12-20,9510,8,9,64
2022-12-20,9437,5,7,20
2022-12-20,9235,2,14,72
2022-12-20,9577,10,11,33
2022-12-20,9251,8,6,24
2022-12-20,9567,10,14,29
2022-12-20,9013,7,10,100
2022-12-20,9358,12,10,32
2022-12-20,9050,4,15,27
2022-12-20,9506,6,6,23
2022-12-20,9249,1,6,73
2022-12-20,9528,12,11,93
2022-12-20,9022,11,12,68
2022-12-20,9237,8,7,87
2022-12-20,9138,12,12,98
2022-12-20,9102,12,8,42
2022-12-20,9156,3,7,46
2022-12-20,9178,4,9,43
2022-12-20,9339,7,14,32
2022-12-20,9009,6,5,27
2022-12-20,9467,3,9,90
2022-12-20,9385,8,12,47
2022-12-20,9290,1,9,94
2022-12-20,9569,9,14,74
2022-12-20,9260,4,6,27
2022-12-20,9391,6,10,67
2022-12-20,9507,5,9,97
2022-12-20,9115,4,15,56
2022-12-20,9399,5,9,22
2022-12-20,9124,11,6,29
2022-12-20,9340,9,7,70
2022-12-20,9067,10,9,88
2022-12-20,9288,9,9,21
2022-12-20,9555,5,10,91
2022-12-20,9002,10,6,92
2022-12-20,9085,12,5,24
2022-12-20,9532,3,13,69
2022-12-20,9504,7,9,65
2022-12-20,9350,11,6,95
2022-12-20,9561,6,8,30
2022-12-20,9343,2,15,92
2022-12-20,9154,8,6,100
2022-12-20,9516,5,10,38
2022-12-20,9220,12,8,39
2022-12-20,9437,12,9,62
2022-12-20,9485,11,12,83
2022-12-20,9139,11,7,56
2022-12-20,9553,7,6,90
2022-12-20,9392,2,7,81
2022-12-20,9427,12,10,56
2022-12-20,9436,1,7,59
2022-12-20,9245,7,8,92
2022-12-20,9181,8,10,85
2022-12-20,9491,2,13,45
2022-12-20,9428,5,9,36
2022-12-20,9321,10,14,77
2022-12-20,9028,8,9,31
2022-12-20,9190,7,14,26
2022-12-20,9128,12,9,61
2022-12-20,9047,9,14,92
2022-12-20,9210,3,6,76
2022-12-20,9369,4,14,45
2022-12-20,9239,5,6,94
2022-12-20,9377,1,12,41
2022-12-20,9278,8,11,61
2022-12-20,9014,3,7,26
2022-12-20,9061,9,13,67
2022-12-20,9346,6,12,57
2022-12-20,9505,5,6,77
2022-12-20,9181,5,15,86
2022-12-20,9113,6,11,94
2022-12-20,9389,5,12,71
2022-12-20,9406,10,8,89
2022-12-20,9065,7,15,88
2022-12-20,9350,9,7,38
2022-12-20,9558,7,10,99
2022-12-20,9278,2,15,49
2022-12-20,9414,12,5,89
2022-12-20,9261,7,14,96
2022-12-20,9446,11,7,87
2022-12-20,9031,11,5,87
2022-12-20,9051,7,5,45
2022-12-20,9020,9,15,62
2022-12-20,9576,3,10,30
2022-12-20,9023,12,9,88
2022-12-20,9097,8,14,84
2022-12-20,9360,5,8,61
2022-12-20,9187,1,10,83
2022-12-20,9343,5,5,70
2022-12-20,9288,12,5,28
2022-12-20,9096,3,7,73
2022-12-20,9095,3,13,99
2022-12-20,9371,4,13,59
2022-12-20,9410,10,7,89
2022-12-20,9338,10,8,46
2022-12-20,9149,10,6,78
2022-12-20,9310,10,9,95
2022-12-20,9439,11,7,54
2022-12-20,9361,6,15,51
2022-12-20,9570,1,10,54
2022-12-20,9554,1,12,83
2022-12-20,9066,1,9,73
2022-12-20,9202,9,7,23
2022-12-20,9044,11,7,90
2022-12-20,9162,3,13,88
2022-12-20,9014,6,12,35
2022-12-20,9125,7,11,52
2022-12-20,9147,3,9,56
2022-12-20,9092,2,5,87
2022-12-20,9505,8,13,72
2022-12-20,9523,12,11,48
2022-12-20,9297,2,7,100
2022-12-20,9479,6,13,27
2022-12-20,9289,3,15,60
2022-12-20,9458,8,15,92
2022-12-20,9257,2,13,23
2022-12-20,9538,10,12,35
2022-12-20,9001,12,11,51
2022-12-20,9142,4,12,47
2022-12-20,9425,10,8,29
2022-12-20,9453,6,8,53
2022-12-20,9055,3,7,20
2022-12-20,9528,3,11,76
2022-12-20,9234,4,14,41
2022-12-20,9228,1,10,99
2022-12-20,9459,1,11,41
2022-12-20,9558,7,11,45
2022-12-20,9466,5,12,46
2022-12-20,9209,7,15,78
2022-12-20,9426,3,12,93
2022-12-20,9335,8,7,87
2022-12-20,9549,8,9,76
2022-12-20,9415,1,13,47
2022-12-20,9533,5,11,76
2022-12-20,9099,1,7,53
2022-12-20,9369,5,9,25
2022-12-20,9165,2,6,26
2022-12-20,9113,4,6,76
2022-12-20,9391,6,12,44
2022-12-20,9464,12,13,72
2022-12-20,9254,11,8,53
2022-12-20,9174,10,10,96
2022-12-20,9358,8,15,72
2022-12-20,9253,5,7,51
2022-12-20,9153,8,12,63
2022-12-20,9468,5,6,95
2022-12-20,9267,9,10,37
2022-12-20,9228,8,13,22
2022-12-20,9263,8,7,94
2022-12-20,9314,1,9,66
2022-12-20,9050,12,12,63
2022-12-20,9357,11,12,75
2022-12-20,9488,12,7,64
2022-12-20,9379,9,7,24
2022-12-20,9158,8,13,98
2022-12-20,9518,1,6,26
2022-12-20,9183,7,7,95
2022-12-20,9060,2,13,76
2022-12-20,9203,7,14,67
2022-12-20,9146,8,13,47
2022-12-20,9345,2,5,65
2022-12-20,9173,1,14,84
2022-12-20,9501,11,5,89
2022-12-20,9151,5,6,33
2022-12-20,9397,6,10,54
2022-12-20,9005,9,8,87
2022-12-20,9080,1,8,52
2022-12-20,9104,2,14,70
2022-12-20,9475,7,13,33
2022-12-20,9564,6,14,44
2022-12-20,9315,6,13,25
2022-12-20,9003,12,15,57
2022-12-20,9365,12,14,50
2022-12-20,9288,8,7,68
2022-12-20,9153,6,13,44
2022-12-20,9285,2,12,48
2022-12-20,9522,2,7,77
2022-12-20,9167,8,13,57
2022-12-20,9036,3,9,28
2022-12-20,9150,12,14,49
2022-12-20,9504,6,12,30
2022-12-20,9282,2,5,21
2022-12-20,9327,10,8,21
2022-12-20,9138,7,5,49
2022-12-20,9086,8,9,46
2022-12-20,9484,4,10,35
2022-12-20,9024,9,10,49
2022-12-20,9244,7,13,43
2022-12-20,9250,1,10,24
2022-12-20,9302,3,13,82
2022-12-20,9106,5,14,86
2022-12-20,9129,3,13,66
2022-12-20,9071,6,13,83
2022-12-20,9005,11,10,43
2022-12-20,9303,1,7,65
2022-12-20,9388,11,5,41
2022-12-20,9575,4,13,27
2022-12-20,9246,12,15,51
2022-12-20,9238,12,10,87
2022-12-20,9173,11,10,22
2022-12-20,9240,9,10,44
2022-12-20,9025,6,6,69
2022-12-20,9522,8,5,100
2022-12-20,9190,12,7,82
2022-12-20,9212,2,7,29
2022-12-20,9361,4,8,98
2022-12-20,9203,12,6,49
2022-12-20,9233,12,8,23
2022-12-20,9253,12,6,46
2022-12-20,9547,12,9,37
2022-12-20,9085,3,6,41
2022-12-20,9175,11,6,50
2022-12-20,9397,12,11,100
2022-12-20,9122,7,12,80
2022-12-20,9199,1,7,94
2022-12-20,9398,6,6,91
2022-12-20,9283,6,13,83
2022-12-20,9397,5,11,98
2022-12-20,9043,6,13,48
2022-12-20,9358,11,12,27
2022-12-20,9128,4,11,99
2022-12-20,9004,4,10,29
2022-12-20,9339,6,14,42
2022-12-20,9049,4,12,57
2022-12-20,9193,5,10,50
2022-12-20,9046,9,8,90
2022-12-20,9156,6,11,37
2022-12-20,9516,2,11,25
2022-12-20,9505,11,8,24
2022-12-20,9370,1,10,52
2022-12-20,9005,8,7,79
2022-12-20,9042,11,13,36
2022-12-20,9393,8,8,67
2022-12-20,9446,1,14,93
2022-12-20,9167,1,9,52
2022-12-20,9361,11,15,44
2022-12-20,9416,11,12,67
2022-12-20,9144,5,13,33
2022-12-20,9402,10,10,42
2022-12-20,9355,12,13,51
2022-12-20,9332,2,6,60
2022-12-20,9251,5,10,45
2022-12-20,9236,4,8,67
2022-12-20,9043,7,14,27
2022-12-20,9396,1,9,87
2022-12-20,9274,9,7,91
2022-12-20,9164,12,11,49
2022-12-20,9215,9,6,83
2022-12-20,9203,11,11,51
2022-12-20,9508,8,9,26
2022-12-20,9181,9,8,27
2022-12-20,9542,7,15,44
2022-12-20,9453,3,11,20
2022-12-20,9278,3,13,29
2022-12-20,9414,10,8,21
2022-12-20,9388,2,8,54
2022-12-20,9108,8,10,91
2022-12-20,9356,5,5,48
2022-12-20,9480,11,11,54
2022-12-20,9540,9,14,73
2022-12-20,9383,1,14,82
2022-12-20,9259,10,7,69
2022-12-20,9041,4,6,55
2022-12-20,9034,6,11,64
2022-12-20,9497,5,10,67
2022-12-20,9382,12,7,48
2022-12-20,9009,2,12,71
2022-12-20,9406,8,11,79
2022-12-20,9021,10,10,82
2022-12-20,9411,11,5,26
2022-12-20,9335,9,14,65
2022-12-20,9277,6,15,73
2022-12-20,9356,10,6,68
2022-12-20,9565,5,13,35
2022-12-20,9145,11,5,63
2022-12-20,9081,9,13,86
2022-12-20,9076,7,8,61
2022-12-20,9339,6,5,54
2022-12-20,9268,4,10,75
2022-12-20,9391,11,13,33
2022-12-20,9406,2,8,65
2022-12-20,9573,10,9,55
2022-12-20,9381,11,9,52
2022-12-20,9452,1,11,47
2022-12-20,9144,2,5,83
2022-12-20,9174,9,6,43
2022-12-20,9557,5,8,59
2022-12-20,9198,10,10,22
2022-12-20,9026,4,14,37
2022-12-20,9231,3,15,50
2022-12-20,9211,8,11,39
2022-12-20,9068,5,5,62
2022-12-20,9328,4,12,24
2022-12-20,9320,12,8,74
2022-12-20,9387,7,5,26
2022-12-20,9239,12,7,28
2022-12-20,9212,3,12,41
2022-12-20,9542,3,5,90
2022-12-20,9167,5,15,48
2022-12-20,9467,6,12,47
2022-12-20,9324,2,10,20
2022-12-20,9576,2,8,39
2022-12-20,9180,2,10,66
2022-12-20,9431,6,14,30
2022-12-20,9364,12,13,23
2022-12-20,9259,7,7,40
2022-12-20,9416,5,15,60
2022-12-20,9256,9,13,42
2022-12-20,9112,7,6,85
2022-12-20,9433,9,10,79
2022-12-20,9068,11,5,39
2022-12-20,9468,9,9,31
2022-12-20,9542,2,9,30
2022-12-20,9080,1,8,22
2022-12-20,9370,7,8,38
2022-12-20,9547,2,11,60
2022-12-20,9420,2,9,43
2022-12-20,9459,11,5,71
2022-12-20,9385,2,10,38
2022-12-20,9048,10,8,20
2022-12-20,9301,8,15,86
2022-12-20,9142,4,9,71
2022-12-20,9489,12,11,97
2022-12-20,9063,10,13,44
2022-12-20,9225,6,13,83
2022-12-20,9414,2,5,20
2022-12-20,9277,6,11,24
2022-12-20,9281,2,13,64
2022-12-20,9340,8,10,66
2022-12-20,9219,2,5,57
2022-12-20,9216,5,9,22
2022-12-20,9269,4,9,65
2022-12-20,9576,12,13,100
2022-12-20,9430,1,5,61
2022-12-20,9315,4,15,69
2022-12-20,9418,12,5,23
2022-12-20,9200,2,14,28
2022-12-20,9128,12,5,47
2022-12-20,9529,6,5,27
2022-12-20,9572,12,13,36
2022-12-20,9402,7,14,98
2022-12-20,9332,2,12,87
2022-12-20,9067,10,9,21
2022-12-20,9180,8,7,42
2022-12-20,9409,10,15,100
2022-12-20,9283,2,7,63
2022-12-20,9518,3,5,29
2022-12-20,9443,6,9,87
2022-12-20,9280,7,6,41
2022-12-20,9129,4,12,25
2022-12-20,9242,8,7,28
2022-12-20,9526,8,14,22
2022-12-20,9503,11,7,41
2022-12-20,9566,9,13,36
2022-12-20,9300,12,12,85
2022-12-20,9134,4,14,97
2022-12-20,9465,6,7,65
2022-12-20,9033,7,15,31
2022-12-20,9516,1,11,29
2022-12-20,9084,8,11,50
2022-12-20,9456,4,13,41
2022-12-20,9218,4,14,77
2022-12-20,9144,7,8,70
2022-12-20,9332,10,9,87
2022-12-20,9051,8,11,21
2022-12-20,9381,12,5,46
2022-12-20,9574,12,9,54
2022-12-20,9095,8,8,42
2022-12-20,9008,4,11,51
2022-12-20,9569,1,10,32
2022-12-20,9153,12,12,64
2022-12-20,9514,7,9,54
2022-12-20,9424,1,7,54
2022-12-20,9485,10,15,82
2022-12-20,9078,5,14,91
2022-12-20,9557,2,10,23
2022-12-20,9551,11,6,73
2022-12-20,9307,10,14,25
2022-12-20,9412,6,10,89
2022-12-20,9289,11,5,46
2022-12-20,9027,2,9,82
2022-12-20,9171,5,11,66
2022-12-20,9189,12,11,65
2022-12-20,9563,12,12,40
2022-12-20,9324,6,12,31
2022-12-20,9015,4,5,24
2022-12-20,9182,3,6,73
2022-12-20,9227,6,7,67
2022-12-20,9544,3,11,23
2022-12-20,9384,10,14,34
2022-12-20,9111,7,6,90
2022-12-20,9531,9,13,23
2022-12-20,9509,7,13,56
2022-12-20,9279,3,8,29
2022-12-20,9288,12,15,87
2022-12-20,9090,9,6,47
2022-12-20,9502,7,11,72
2022-12-20,9107,8,9,40
2022-12-20,9197,4,6,84
2022-12-20,9544,6,12,49
2022-12-20,9433,5,5,65
2022-12-20,9408,2,5,82
2022-12-20,9381,7,14,49
2022-12-20,9005,11,7,38
2022-12-20,9083,8,12,50
2022-12-20,9029,2,13,30
2022-12-20,9257,12,13,70
2022-12-20,9561,1,7,21
2022-12-20,9157,11,14,97
2022-12-20,9416,9,6,38
2022-12-20,9443,8,15,57
2022-12-20,9112,10,13,21
2022-12-20,9342,9,6,81
2022-12-20,9319,11,11,35
2022-12-20,9483,8,14,87
2022-12-20,9077,10,13,40
2022-12-20,9310,4,7,51
2022-12-20,9353,10,15,77
2022-12-20,9115,5,5,72
2022-12-20,9023,1,13,84
2022-12-20,9155,10,9,36
2022-12-20,9446,7,8,38
2022-12-20,9394,1,5,100
2022-12-20,9513,8,13,63
2022-12-20,9505,2,8,21
2022-12-20,9203,4,5,46
2022-12-20,9212,10,13,56
2022-12-20,9280,4,15,31
2022-12-20,9557,5,12,79
2022-12-20,9563,6,15,92
2022-12-20,9509,2,13,70
2022-12-20,9215,6,7,43
2022-12-20,9438,4,14,47
2022-12-20,9545,5,12,48
2022-12-20,9220,7,11,84
2022-12-20,9461,2,12,33
2022-12-20,9204,9,7,55
2022-12-20,9310,1,13,67
2022-12-20,9227,3,14,57
2022-12-20,9184,3,10,48
2022-12-20,9006,10,5,56
2022-12-20,9537,7,14,36
2022-12-20,9525,5,9,65
2022-12-20,9340,8,9,66
2022-12-20,9051,2,7,93
2022-12-20,9580,1,15,93
